icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model, typecode, registration
4bb868,1662014490.0,,1662016409,,PGT2073 ,,,LTFJ,,Airbus A320-251N,A20N,TC-NCH
4bb868,1662006675.0,,1662008705,,PGT2072 ,LTFJ,,,,Airbus A320-251N,A20N,TC-NCH
4bb868,1662000906.0,,1662003144,,PGT2675 ,,,LTFJ,,Airbus A320-251N,A20N,TC-NCH
4bcca9,1662056682.0,1662056683.0,1662066277,,SXS8DM  ,EDLW,EDLW,,LTBJ,Boeing 737NG 8HC/W,B738,TC-SEI
4bcca9,1662040176.0,,1662050665,1662050633.0,SXS6DB  ,,LTAS,EDLW,EDLW,Boeing 737NG 8HC/W,B738,TC-SEI
4bcca9,1662024223.0,1662024224.0,1662033797,,SXS98P  ,EDLW,EDLW,,LTAS,Boeing 737NG 8HC/W,B738,TC-SEI
4bcca9,1662007803.0,,1662018325,1662018315.0,SXS13A  ,,LTBJ,EDLW,EDLW,Boeing 737NG 8HC/W,B738,TC-SEI
4bcca9,1661992220.0,1661992222.0,1662001447,,SXS8ZD  ,EDDK,EDDK,,LTBJ,Boeing 737NG 8HC/W,B738,TC-SEI
4d02d8,1662034800.0,1662034770.0,1662042444,,JFA79D  ,LIRQ,LIRQ,LFPB,LFPB,Pilatus PC-12 NGX,PC12,LX-RUM
4d02d8,1662008965.0,,1662016798,,LXRUM   ,EHAM,,LIQW,,Pilatus PC-12 NGX,PC12,LX-RUM
4d2091,1662030546.0,1662030490.0,1662032337,1662032426.0,LWG591  ,LIMZ,LIMZ,LIRP,LIRP,Embraer Phenom 100,E50P,9H-FOM
4d22b8,1662059195.0,,1662062722,,RYR8259 ,,,LKPR,,A320-232,A320,4d22b8
4d22b8,1662050931.0,1662050932.0,1662055778,,RYR9JL  ,EBCI,EBCI,,LDZD,A320-232,A320,4d22b8
4d22b8,1662042090.0,,1662047486,,RYR6VQ  ,,,EBCI,,A320-232,A320,4d22b8
4d22b8,1662031030.0,,1662035181,,RYR4QM  ,EPPO,,,,A320-232,A320,4d22b8
4d22b8,1662023904.0,,1662028499,1662028548.0,RYR8FG  ,,LDZD,EPPO,EPPO,A320-232,A320,4d22b8
4d22b8,1662016561.0,,1662020464,,RYR31GN ,LFML,,,,A320-232,A320,4d22b8
4d22b8,1662008737.0,,1662013078,,RYR5176 ,,,LFML,,A320-232,A320,4d22b8
4d23d9,1662058371.0,1662058372.0,1662062458,1662062368.0,EWG29NW ,EGLL,EGLL,EDDS,EDDS,,,
4d23d9,1662047026.0,,1662051857,,EWG4TZ  ,EDDS,,EGLL,,,,
4d23d9,1662036805.0,1662036806.0,1662042168,1662042167.0,EWG30CK ,LYBE,LYBE,EDDS,EDDS,,,
4d23d9,1662027341.0,1662027342.0,1662032558,1662032557.0,EWG46GV ,EDDS,EDDS,LYBE,LYBE,,,
4d23d9,1662017161.0,1662017162.0,1662023098,1662023095.0,EWG84GX ,LEBL,LEBL,EDDS,EDDS,,,
4d23d9,1662007407.0,,1662012928,,EWG94NJ ,EDDS,,LEBL,,,,
4ca217,1662047860.0,,1662050151,,EIN209  ,EGCC,,EIDW,,A320-214,A320,EI-DEF
4ca217,1662040604.0,1662040606.0,1662042757,1662042756.0,EIN2EM  ,EIDW,EIDW,EGCC,EGCC,A320-214,A320,EI-DEF
4ca217,1662027450.0,1662027451.0,1662034529,1662034528.0,EIN3ER  ,EDDB,EDDB,EIDW,EIDW,A320-214,A320,EI-DEF
4ca217,1662015065.0,,1662021594,,EIN3JE  ,EIDW,,EDDB,,A320-214,A320,EI-DEF
4ca613,1662054866.0,,1662059095,,EIEAZ   ,EIWF,,EIWF,,CESSNA 172R,C172,EI-EAZ
4ca811,1661991676.0,1661991677.0,1661994748,1661995056.0,RYR9160 ,EGGD,EGGD,EGPK,EGPK,BOEING 737-8AS,B738,EI-EKR
4ca855,1662047197.0,1662047198.0,1662066293,1662066380.0,RYR2SX  ,LEMD,LEMD,LEMD,GCRR,BOEING 737-8AS,B738,EI-EMM
4ca855,1662023621.0,,1662042558,,RYR58ZK ,LEMD,,LEMD,,BOEING 737-8AS,B738,EI-EMM
4ca855,1662010484.0,,1662018679,,RYR4EC  ,EIDW,,LEMD,,BOEING 737-8AS,B738,EI-EMM
4ca9cb,1662036802.0,1662036803.0,1662061769,1662061504.0,EIN1YE  ,EIDW,EIDW,CYYZ,CYYZ,A321-251NX(LR),,EI-LRD
4ca9cb,1662025540.0,1662025541.0,1662028769,1662028739.0,EIN15N  ,EGLL,EGLL,EIDW,EIDW,A321-251NX(LR),,EI-LRD
4ca9cb,1662015913.0,,1662019314,,EIN154  ,EIDW,,EGLL,,A321-251NX(LR),,EI-LRD
4ca9cb,1662004098.0,,1662006827,,EIN1MN  ,,,EIDW,,A321-251NX(LR),,EI-LRD
4cacc8,1662056454.0,,1662062224,,SAS28K  ,LSGG,,EKCH,,,,EI-FPT
4cacc8,1662047748.0,,1662053325,,SAS27K  ,EKCH,,LSGG,,,,EI-FPT
4cacc8,1662037080.0,,1662041307,,SAS1787 ,EETN,,EKCH,,,,EI-FPT
4cacc8,1662030008.0,1662029997.0,1662034370,1662034368.0,SAS42M  ,EKCH,EKCH,EETN,EETN,,,EI-FPT
4cacc8,1662021258.0,,1662025463,,SAS51E  ,,,EKCH,,,,EI-FPT
4cacc8,1662014851.0,,1662016877,,SAS4488 ,,,,,,,EI-FPT
4cacc8,1662009368.0,,1662011624,,SAS4489 ,,ENVA,,ENZV,,,EI-FPT
710419,1662054636.0,,1662055644,,SVA1160 ,,,OE50,,Airbus A320-214,A320,HZ-AS77
70c0ff,1662046718.0,,1662072777,,OMS797  ,,,VILK,,A320-251N,A320,A4O-OVD
70c0ff,1662039315.0,,1662042119,,OMS265  ,,,OBBI,,A320-251N,A320,A4O-OVD
70c0ff,1662023019.0,,1662026843,,OMS214  ,,,,,A320-251N,A320,A4O-OVD
70c0ff,1662015135.0,,1662018405,,OMS213  ,,,OEDR,,A320-251N,A320,A4O-OVD
70c0ff,1661999495.0,,1662003835,,OMS598  ,,,,,A320-251N,A320,A4O-OVD
71c384,1662037232.0,,1662038475,,EOK614  ,,,RKTU,,A320-200,A320,HL8384
71c384,1662029881.0,,1662031161,,EOK613  ,,,,,A320-200,A320,HL8384
71c384,1662013446.0,,1662014668,,EOK606  ,,,RKTU,,A320-200,A320,HL8384
71c384,1662006193.0,,1662007424,,EOK605  ,,,,,A320-200,A320,HL8384
71c384,1662000702.0,,1662001839,,EOK602  ,,,RKTU,,A320-200,A320,HL8384
71c384,1661992747.0,,1661994022,,EOK601  ,,,,,A320-200,A320,HL8384
7380c5,1662030096.0,,1662070432,,ELY007  ,LLBG,,KJFK,,B787-9,,4X-EDF
7380c5,1662000153.0,,1662018742,1662018740.0,ELY002  ,,KJFK,LLBG,LLBG,B787-9,,4X-EDF
750338,1661993266.0,,1662008020,,XAX505  ,,,WMKK,,Airbus A330-343,A333,9M-XXR
76cd06,1662025381.0,,1662037216,,SIA634  ,,,RJTT,,A350-941,A359,9V-SHF
780654,1661995609.0,,1662030207,1662030199.0,CSN463  ,,ZSPD,EDDF,EDDF,777 F1B,B77L,B-2081
781105,1662054087.0,,1662059110,,CES7795 ,,,VTBS,,A330 343E,A333,B-8972
7814bd,1662017141.0,,1662017939,,CCA2657 ,,,,,Airbus A320-271N,A20N,B-301F
781941,1662045124.0,,1662063754,,CSN431  ,PANC,,KORD,,Boeing 777-F,B77L,B-20EN
781941,1662014619.0,,1662040259,,CSN431  ,,,PANC,,Boeing 777-F,B77L,B-20EN
780c4f,1662004514.0,,1662006355,,CES5649 ,,,,,A320 214SL,A320,B-1836
80047a,1662033571.0,,1662037497,,AIC858  ,,,VIDP,,A321 211,A321,VT-PPJ
80047a,1662020395.0,,1662024621,,AIC857  ,VIDP,,,,A321 211,A321,VT-PPJ
80047a,1662009484.0,,1662013433,,AIC809  ,,,VIDP,,A321 211,A321,VT-PPJ
80047a,1661996800.0,,1662001034,,AIC887  ,VIDP,,,,A321 211,A321,VT-PPJ
800b73,1662028538.0,,1662035105,,IGO937  ,,,VIDP,,A320 271NSL,A20N,VT-ITB
800b73,1662014388.0,,1662021627,,IGO934  ,VIDP,,,,A320 271NSL,A20N,VT-ITB
800b73,1662007360.0,,1662010049,,IGO6078 ,,,VIDP,,A320 271NSL,A20N,VT-ITB
800b73,1661998450.0,,1662000446,,IGO554  ,VIDP,,,,A320 271NSL,A20N,VT-ITB
800d71,1662057414.0,,1662068292,,SEJ012  ,OMDB,,VIDP,,Boeing 737-85R,B738,VT-SYA
800d71,1662040388.0,,1662051197,,SEJ005  ,VIDP,,OMDB,,Boeing 737-85R,B738,VT-SYA
800d71,1662017241.0,,1662022109,,SEJ8937 ,,,VIDP,,Boeing 737-85R,B738,VT-SYA
800d71,1662006234.0,,1662009582,,SEJ8185 ,VIDP,,,,Boeing 737-85R,B738,VT-SYA
800d71,1661990404.0,,1661996228,,SEJ741  ,,,VIDP,,Boeing 737-85R,B738,VT-SYA
861ba8,1662070159.0,,1662073628,,ADO11   ,RJTT,,,,767 381ER,B763,JA607A
861ba8,1662028747.0,,1662034195,,ADO88   ,,,RJTT,,767 381ER,B763,JA607A
861ba8,1662021093.0,,1662024832,,ADO87   ,RJTT,,,,767 381ER,B763,JA607A
861ba8,1662008655.0,,1662013559,,ADO24   ,RJCC,,RJTT,,767 381ER,B763,JA607A
861ba8,1662001361.0,,1662005334,,ADO21   ,RJTT,,RJCJ,,767 381ER,B763,JA607A
861ba8,1661991838.0,,1661996815,,ADO82   ,,,RJTT,,767 381ER,B763,JA607A
861fa4,1661990414.0,,1661995052,,AKX5662 ,,,RJTT,,737NG 881/W,B738,JA61AN
86dd08,1662026405.0,,1662055389,,JAL68   ,,,KSEA,,787 8,B788,JA843J
86dd08,1661990426.0,,1662010589,,JAL754  ,,,RJAA,,787 8,B788,JA843J
884208,1662037693.0,,1662038309,,BKP936  ,,,VTBS,,A320 232,A320,HS-PPH
884208,1662021968.0,,1662023208,,BKP274  ,,,VTBS,,A320 232,A320,HS-PPH
884208,1662011770.0,,1662012659,,BKP273  ,VTBS,,,,A320 232,A320,HS-PPH
884208,1662005781.0,,1662006653,,BKP272  ,,,VTBS,,A320 232,A320,HS-PPH
884208,1661995001.0,,1661995657,,BKP271  ,VTBS,,,,A320 232,A320,HS-PPH
88815b,1662054401.0,,1662072007,,VJC932  ,VVNB,,,,Airbus A321-271N,A21N,VN-A674
88815b,1662033510.0,,1662035367,,VJC466  ,,,VVGL,,Airbus A321-271N,A21N,VN-A674
88815b,1662018541.0,,1662020148,,VJC461  ,,,,,Airbus A321-271N,A21N,VN-A674
88815b,1662012684.0,,1662014316,,VJC460  ,,,VVNB,,Airbus A321-271N,A21N,VN-A674
88815b,1661997841.0,,1661999546,,VJC465  ,VVNB,,,,Airbus A321-271N,A21N,VN-A674
88815b,1661992304.0,,1661993586,,VJC462  ,,,,,Airbus A321-271N,A21N,VN-A674
88819f,1662054797.0,,1662056085,,BAV292  ,,,VVGL,,Airbus A321-211,A321,VN-A594
88819f,1662039199.0,,1662040619,,BAV247  ,,,,,Airbus A321-211,A321,VN-A594
88819f,1662032473.0,,1662034636,,BAV258  ,,,,,Airbus A321-211,A321,VN-A594
88819f,1662015790.0,,1662017543,,BAV211  ,,,,,Airbus A321-211,A321,VN-A594
88819f,1662008526.0,,1662009717,,BAV1422 ,,,VVGL,,Airbus A321-211,A321,VN-A594
88819f,1661995032.0,,1661996599,,BAV1421 ,,,,,Airbus A321-211,A321,VN-A594
8880b0,1662044465.0,,1662046077,,VJC152  ,,,,,A320 214,A320,VN-A699
8880b0,1662013590.0,,1662014517,,VJC255  ,,,,,A320 214,A320,VN-A699
8880b0,1662009226.0,,1662010109,,VJC744  ,,,,,A320 214,A320,VN-A699
8880b0,1661997252.0,,1661998060,,VJC745  ,,,,,A320 214,A320,VN-A699
8880b0,1661992857.0,,1661993812,,VJC242  ,,,,,A320 214,A320,VN-A699
8880f4,1661996116.0,,1662013072,,VJC891  ,VVVH,,VTCC,,A320 214SL,A320,VN-A663
8880f4,1661992136.0,,1661992853,,VJC212  ,,,VVVH,,A320 214SL,A320,VN-A663
89617a,1662022418.0,,1662024329,,UAE7MY  ,,,YPPH,,Boeing 777-31H(ER),B77W,A6-EGB
896308,1662041192.0,,1662068108,,UAE338  ,RPLC,,OMDB,,777 31HER,B77W,A6-ENF
896308,1662030468.0,,1662032607,,UAE338  ,,,RPLC,,777 31HER,B77W,A6-ENF
896308,1661990406.0,,1662019660,,UAE338  ,,,,,777 31HER,B77W,A6-ENF
7c0d28,1662065808.0,,1662068097,,CVU     ,YMMB,,YBDG,,,,
7c5b6c,1662072500.0,,1662074781,,QLK458  ,YSCB,,YSSY,,DHC-8 315Q,DH8C,VH-SCE
7c5b6c,1662067626.0,,1662069569,,QLK425  ,YSSY,,YSCB,,DHC-8 315Q,DH8C,VH-SCE
7c5b6c,1662030800.0,,1662033205,,QLK456  ,YSCB,,YSSY,,DHC-8 315Q,DH8C,VH-SCE
7c5b6c,1662025276.0,,1662027715,,QLK453  ,YSSY,,YSCB,,DHC-8 315Q,DH8C,VH-SCE
7c5b6c,1662007328.0,,1662012799,,QLK410  ,YBDG,,YSSY,,DHC-8 315Q,DH8C,VH-SCE
7c5b6c,1661999031.0,,1662004587,,QLK409  ,YSSY,,YELM,,DHC-8 315Q,DH8C,VH-SCE
7c5b6c,1661992670.0,,1661995409,,QLK122  ,,,YSSY,,DHC-8 315Q,DH8C,VH-SCE
7c6ad3,1661994564.0,,1661997119,,VDX     ,,,YBAF,,Global Express,GLEX,VH-VDX
7c6c9f,1662063968.0,,1662070768,,JST560  ,YMML,,YBBN,,A320-232,A320,VH-VQP
7c6c9f,1662024712.0,,1662029469,,JST527  ,YSSY,,YMML,,A320-232,A320,VH-VQP
7c6c9f,1662015275.0,,1662019228,,JST520  ,YMML,,YSSY,,A320-232,A320,VH-VQP
7c6c9f,1662002807.0,,1662010469,,JST795  ,YBMC,,YMML,,A320-232,A320,VH-VQP
7c6c9f,1661991937.0,,1661998787,,JST794  ,YMML,,YNSH,,A320-232,A320,VH-VQP
7c6d7c,1662032978.0,,1662036799,,JST532  ,YMML,,YSSY,,A321 231,A321,VH-VWU
7c6d7c,1662024074.0,,1662028529,,JST525  ,YSSY,,YMML,,A321 231,A321,VH-VWU
7c6d7c,1662015550.0,,1662019632,,JST518  ,YMML,,YSSY,,A321 231,A321,VH-VWU
7c6d7c,1662007440.0,,1662011715,,JST517  ,YSSY,,YMML,,A321 231,A321,VH-VWU
7c6d7c,1661994957.0,,1661998396,,JST913  ,,,YSSY,,A321 231,A321,VH-VWU
7c7aa1,1662065671.0,,1662069895,,VOZ807  ,YMML,,YSSY,,737NG 8FE/W,B738,VH-YIB
7c7aa1,1662017302.0,,1662024588,,VOZ746  ,YBCG,,YMML,,737NG 8FE/W,B738,VH-YIB
7c7aa1,1662007087.0,,1662013378,,VOZ745  ,YMML,,YBCG,,737NG 8FE/W,B738,VH-YIB
8a0591,1662059114.0,,1662060049,,MYU921  ,,,,,,,
8a0591,1662045312.0,,1662049345,,MYU922  ,WICB,,,,,,
8a0591,1661992636.0,,1661993965,,MYU923  ,WSAC,,,,,,
a01724,1662048525.0,,1662062567,,ATN3410 ,KSFO,,3OH9,,767-36N,B763,N1049A
a01724,1662008134.0,,1662023590,,ATN3467 ,KILN,,KSFO,,767-36N,B763,N1049A
a00dc7,1662064226.0,,1662065772,,N102SW  ,KPDK,,20GA,,R66,R66,N102SW
a0208b,1662049184.0,,1662052600,,N107UV  ,KPVU,,KPVU,,DA 40,,N107UV
a0208b,1662041831.0,,1662044563,,N107UV  ,KPVU,,KPVU,,DA 40,,N107UV
a0208b,1661990403.0,,1661992570,,N107UV  ,KPVU,,KPVU,,DA 40,,N107UV
a02fe9,1662041692.0,,1662044908,,JAS540  ,,,KAUO,,GV-SP (G550),G550,N111
a04716,1662049438.0,,1662052436,,N117KA  ,,,KNBJ,,E-55,,N117KA
a05926,1662036345.0,,1662041118,,N121TV  ,KVGT,,KVGT,,R44 II,R44,N121TV
a05926,1661990404.0,,1661991563,,N121TV  ,KVGT,,KVGT,,R44 II,R44,N121TV
a05aea,1662059283.0,,1662062933,,N1218S  ,KRHV,,KRHV,,172S,,N1218S
a05e91,1662038867.0,,1662042922,,N1228A  ,KDED,,KOMN,,BRISTELL S-LSA,,N1228A
a05e91,1662036530.0,,1662037198,,N1228A  ,KOMN,,KDED,,BRISTELL S-LSA,,N1228A
a0769b,1662067179.0,,1662068761,,N129RC  ,KI22,,KLUK,,M20M,,N129RC
a0769b,1662053134.0,,1662064045,,N129RC  ,,,1IN0,,M20M,,N129RC
a06a63,1662022064.0,,1662024585,,N126EC  ,,,KBFI,,45,LJ45,N126EC
a06a63,1662004586.0,,1662006509,,N126EC  ,KBLI,,,,45,LJ45,N126EC
a06a63,1661992014.0,,1661993898,,N126EC  ,,,KBLI,,45,LJ45,N126EC
a07beb,1662045698.0,,1662056421,,N130HL  ,,,KAHN,,414A,,N130HL
a092f5,1662042174.0,,1662044832,,N136RC  ,KMLB,,KX59,,VANS RV-6,,N136RC
a10e2d,1662071604.0,,1662073156,,N1671C  ,KPAE,,KPAE,,172S,,N1671C
a10e2d,1662068479.0,,1662070540,,N1671C  ,KPAE,,KPAE,,172S,,N1671C
a14fc8,1661999347.0,,1662000016,,CAP3318 ,KBIS,,1NA8,,182T,,N184CP
a14fc8,1661994853.0,,1661997264,,CAP3318 ,KBIS,,KBIS,,182T,,N184CP
a1903c,1662063047.0,,1662065704,,AMF1984 ,KBDN,,,,B-99,BE99,N20FW
a1903c,1662043097.0,,1662045595,,AMF1984 ,KPDX,,KBDN,,B-99,BE99,N20FW
a0a8c4,1662052085.0,,1662054455,,N1410E  ,KGNV,,KGNV,,172S,,N1410E
a0a8c4,1662043270.0,,1662046187,,N1410E  ,KGNV,,KGNV,,172S,,N1410E
a0a8c4,1662037566.0,,1662039775,,N1410E  ,KGNV,,KGNV,,172S,,N1410E
a20633,1662038798.0,,1662040685,,N23AM   ,LL51,,LL51,,RV-7,,N23AM
a20754,1661993761.0,,1661995444,,N23NA   ,CT13,,13MA,,PA-28-161,,N23NA
a20754,1661991042.0,,1661992199,,N23NA   ,31MA,,KSFZ,,PA-28-161,,N23NA
a21601,1662072497.0,,1662075882,,N2330D  ,,,AL76,,PA-38-112,,N2330D
a22778,1662066318.0,,1662071207,,AAY1417 ,KTYS,,KSRQ,,A320-214,,N238NV
a22778,1662050070.0,,1662061168,,AAY1399 ,KPHX,,KTYS,,A320-214,,N238NV
a22778,1662032140.0,,1662044572,,AAY3026 ,KTYS,,KPHX,,A320-214,,N238NV
a22976,1662069588.0,,1662075486,,N2386V  ,KI69,,12KY,,172R,,N2386V
a22976,1662056292.0,,1662059294,,N2386V  ,KI69,,KI69,,172R,,N2386V
a22976,1662049298.0,,1662054086,,N2386V  ,KI69,,KI69,,172R,,N2386V
a22976,1661991837.0,,1661994246,,N2386V  ,KI69,,KI69,,172R,,N2386V
a23900,1662039435.0,,1662041267,,N242SC  ,KRYV,,KMSN,,SPORTCRUISER,,N242SC
a23900,1662036642.0,,1662037737,,N242SC  ,KMSN,,KRYV,,SPORTCRUISER,,N242SC
a245af,1662044869.0,,1662049486,,FFL404  ,KO61,,KO61,,T206H,,N2455X
a26738,1662066648.0,,1662070818,,JSX653  ,KOAK,,KLAS,,EMB-135LR,E135,N254JX
a26738,1662058953.0,,1662063029,,JSX652  ,KLAS,,KOAK,,EMB-135LR,E135,N254JX
a27706,1662016922.0,,1662023807,,UPS782  ,KSDF,,KSAT,,MD-11F,MD11,N258UP
a27706,1662001423.0,,1662008568,,UPS789  ,KSAT,,KSDF,,MD-11F,MD11,N258UP
a1b070,1662069304.0,,1662070298,,N208HF  ,KMWO,,OH64,,208,C208,N208HF
a1b070,1662060362.0,,1662061305,,N208HF  ,KMWO,,KMWO,,208,C208,N208HF
a1b070,1662055803.0,,1662056957,,N208HF  ,KMWO,,KMWO,,208,C208,N208HF
a1b070,1662050465.0,,1662051598,,N208HF  ,KMWO,,KMWO,,208,C208,N208HF
a1b070,1662046760.0,,1662047743,,N208HF  ,KMWO,,KMWO,,208,C208,N208HF
a1afdf,1662031353.0,,1662033496,,N208BL  ,KSTL,,MO04,,208B,,N208BL
a1afdf,1661995769.0,,1661997504,,N208BL  ,KH19,,KSTL,,208B,,N208BL
a1eb7a,1662060905.0,,1662064589,,N2225D  ,KFRG,,KFRG,,PA-28-161,,N2225D
a1eb7a,1662047229.0,,1662051263,,N2225D  ,KFRG,,KFRG,,PA-28-161,,N2225D
a1eb7a,1662041002.0,,1662042083,,N2225D  ,KFRG,,KFRG,,PA-28-161,,N2225D
a30357,1662056201.0,,1662060039,,N29321  ,KJYO,,KJYO,,177,,N29321
a305aa,1662065521.0,,1662069328,,EDV4712 ,KJFK,,,,CL-600-2D24,CRJ9,N294PQ
a305aa,1662053389.0,,1662055558,,EDV5199 ,KBWI,,KJFK,,CL-600-2D24,CRJ9,N294PQ
a305aa,1662044111.0,,1662046277,,EDV5199 ,KJFK,,KBWI,,CL-600-2D24,CRJ9,N294PQ
a305aa,1662031667.0,,1662037490,,EDV4969 ,KIND,,KJFK,,CL-600-2D24,CRJ9,N294PQ
a31127,1662039615.0,,1662041417,,N297TC  ,K1F0,,1OK9,,172R,,N297TC
a317ba,1662068024.0,,1662070917,,ENY3678 ,,,KDCA,,ERJ 170-200 LR,,N299JJ
a317ba,1662058704.0,,1662061694,,ENY3678 ,KDCA,,,,ERJ 170-200 LR,,N299JJ
a317ba,1662049489.0,,1662052414,,ENY3339 ,KBUF,,KDCA,,ERJ 170-200 LR,,N299JJ
a317ba,1662042570.0,,1662045515,,ENY3339 ,KDCA,,KBUF,,ERJ 170-200 LR,,N299JJ
a317ba,1662029633.0,,1662033208,,ENY3327 ,8KY6,,KDCA,,ERJ 170-200 LR,,N299JJ
a317ba,1661999709.0,,1662003509,,ENY3326 ,KDCA,,KCVG,,ERJ 170-200 LR,,N299JJ
a317ba,1661990405.0,,1661993765,,ENY3328 ,,,KDCA,,ERJ 170-200 LR,,N299JJ
a32139,1662051733.0,,1662062002,,N300VM  ,KW40,,KDAB,,,,
a327cc,1662071341.0,,1662072121,,SIS302  ,KPHX,,KSDL,,BD-100-1A10,,N302LT
a327cc,1662048262.0,,1662066883,,SIS302  ,PANC,,KPHX,,BD-100-1A10,,N302LT
a33624,1661990408.0,,1661991643,,N306FL  ,,,12XA,,EMB-505,E55P,N306FL
a34878,1662071861.0,,1662075319,,SKW3557 ,KOMA,,KMSP,,ERJ 170-200 LR,,N310SY
a34878,1662064842.0,,1662067977,,SKW3631 ,KMSP,,KOMA,,ERJ 170-200 LR,,N310SY
a34878,1662054527.0,,1662059909,,SKW3544 ,,,KMSP,,ERJ 170-200 LR,,N310SY
a34878,1662042018.0,,1662046615,,SKW125R ,KMSP,,,,ERJ 170-200 LR,,N310SY
a34878,1662028868.0,,1662036689,,SKW4128 ,KIAD,,KMSP,,ERJ 170-200 LR,,N310SY
a34878,1661994793.0,,1662001886,,SKW3602 ,KMSP,,KIAD,,ERJ 170-200 LR,,N310SY
a35329,1662061080.0,,1662071435,,N313NG  ,,,KBTA,,PC-12/47E,PC12,N313NG
a35329,1662030439.0,,1662039139,,N313NG  ,KBTA,,OA14,,PC-12/47E,PC12,N313NG
a35725,1662073880.0,,1662074821,,N314RA  ,KROC,,KROC,,,,
a35725,1662068971.0,,1662070495,,N314RA  ,KROC,,KROC,,,,
a35725,1662062483.0,,1662066044,,N314RA  ,KSYR,,KROC,,,,
a35725,1662057412.0,,1662059906,,N314RA  ,KSYR,,KSYR,,,,
a35725,1662051425.0,,1662054178,,N314RA  ,KROC,,KSYR,,,,
a35725,1662036564.0,,1662039898,,N314RA  ,KROC,,KROC,,,,
a359bc,1662056049.0,,1662068171,,DAL2960 ,KATL,,KSLC,,A321 211SL,A321,N315DN
a359bc,1662041662.0,,1662050399,,DAL1284 ,KDEN,,KATL,,A321 211SL,A321,N315DN
a34f0c,1662058063.0,,1662070874,,N312JE  ,,,KPVU,,CL-600-2B16,,N312JE
a34ee9,1662062117.0,,1662069784,,N       ,KFRG,,KCHA,,EMB-505,,N312GV
a34ee9,1662053016.0,,1662055038,,N       ,KACK,,KFRG,,EMB-505,,N312GV
a34ee9,1662042930.0,,1662046595,,N       ,KRIC,,KACK,,EMB-505,,N312GV
a34ee9,1662036801.0,,1662040760,,N       ,KPDK,,KRIC,,EMB-505,,N312GV
a35a92,1662067697.0,,1662074326,,DAL2943 ,,,KMSP,,A319-114,A319,N315NB
a35a92,1662052022.0,,1662059345,,DAL2943 ,KMSP,,,,A319-114,A319,N315NB
a35a92,1662041924.0,,1662046274,,DAL1670 ,,,KMSP,,A319-114,A319,N315NB
a35a92,1662003521.0,,1662007618,,DAL1310 ,KMSP,,,,A319-114,A319,N315NB
a35a92,1661993204.0,,1661999459,,DAL2422 ,KBUF,,KMSP,,A319-114,A319,N315NB
a37628,1662063422.0,,1662064427,,N322EF  ,KUKF,,4NC0,,PA-28-181,,N322EF
a37628,1662060460.0,,1662061432,,N322EF  ,5NC1,,KUKF,,PA-28-181,,N322EF
a36b81,1661991885.0,,1661992877,,N3196Y  ,KPDK,,KPDK,,182E,,N3196Y
a2a84c,1662022626.0,,1662026042,,UPS1220 ,KSDF,,KIAD,,MD-11F,MD11,N270UP
a2b5b5,1662045499.0,,1662055494,,DCM6655 ,,,3NC3,,525B,,N274DT
a2e9a3,1662052738.0,,1662066130,,SKW3512 ,KSLC,,KSLC,,ERJ 170-200 LL,,N287SY
a2fa6a,1662065250.0,,1662066844,,ENY3840 ,KGRR,,KORD,,ERJ 170-200 LR,,N291NN
a2fa6a,1662060582.0,,1662062238,,ENY3840 ,KORD,,2MI5,,ERJ 170-200 LR,,N291NN
a2fa6a,1662048244.0,,1662052977,,ENY3390 ,KXNA,,KORD,,ERJ 170-200 LR,,N291NN
a2fa6a,1662040231.0,,1662044421,,ENY3834 ,KORD,,58AR,,ERJ 170-200 LR,,N291NN
a2fa6a,1662031080.0,,1662033028,,ENY3575 ,KMSN,,KORD,,ERJ 170-200 LR,,N291NN
a2fa6a,1661998684.0,,1662000377,,ENY3570 ,KORD,,KMSN,,ERJ 170-200 LR,,N291NN
a40312,1662050328.0,,1662061289,,FFT1375 ,KMDW,,KPHX,,A320-251N,,N358FR
a40312,1662037698.0,,1662045808,,FFT2594 ,KTPA,,KMDW,,A320-251N,,N358FR
a40312,1662025452.0,,1662032999,,FFT2377 ,KPHL,,KTPA,,A320-251N,,N358FR
a40312,1661996043.0,,1662001748,,FFT2384 ,KATL,,KPHL,,A320-251N,,N358FR
a40d4d,1662063061.0,,1662068577,,N360LG  ,87CO,,KSLC,,SA-226T,SW3,N360LG
a40d4d,1662022654.0,,1662024464,,N360LG  ,,,KFTG,,SA-226T,SW3,N360LG
a40d4d,1662002412.0,,1662004673,,N360LG  ,KFTG,,,,SA-226T,SW3,N360LG
a41cf8,1662067891.0,,1662072837,,UPS2182 ,KSDF,,KPHL,,767-346,,N364UP
a41cf8,1662044880.0,1662044878.0,1662049668,1662049710.0,UPS208  ,KPHL,EDDK,KSDF,KEWR,767-346,,N364UP
a41cf8,1662034860.0,1662034863.0,1662036038,1662036035.0,UPS208  ,KEWR,EDDK,KPHL,KEWR,767-346,,N364UP
a41cf8,1661994713.0,,1662022578,,UPS208  ,EDDK,,KEWR,,767-346,,N364UP
a43667,1662033371.0,,1662074993,,UAL45   ,LSZH,,KSFO,,777-224,B772,N37018
a43667,1661990410.0,,1662021507,,UAL44   ,,,LSZH,,777-224,B772,N37018
