icao24,firstseen,takeofftime,lastseen,landingtime,callsign,estdepartureairport,airportofdeparture,estarrivalairport,airportofdestination,model, typecode, registration
a42ba5,1662065220.0,,1662067242,,N368SS  ,KNUC,,KNZY,,DHC-6-300,,N368SS
a42ba5,1662061864.0,,1662063707,,N368SS  ,KNZY,,KNUC,,DHC-6-300,,N368SS
a42ba5,1662056949.0,,1662058916,,N368SS  ,KNUC,,KNZY,,DHC-6-300,,N368SS
a42ba5,1662052074.0,,1662053893,,N368SS  ,KNZY,,KNUC,,DHC-6-300,,N368SS
a42ba5,1662048043.0,,1662050129,,N368SS  ,KNUC,,KNZY,,DHC-6-300,,N368SS
a42ba5,1662043919.0,,1662045815,,N368SS  ,KNZY,,KNUC,,DHC-6-300,,N368SS
a45922,1662063743.0,,1662069754,,N38BZ   ,KBVY,,KBVY,,206-L4,B06,N38BZ
a45922,1662043010.0,,1662050246,,N38BZ   ,KBVY,,KBVY,,206-L4,B06,N38BZ
a44aa8,1662057425.0,,1662059874,,LXJ376  ,KATW,,KMDW,,EMB-505,,N376FX
a44aa8,1662045960.0,,1662054278,,LXJ376  ,KSFM,,KATW,,EMB-505,,N376FX
a44aa8,1662037615.0,,1662039503,,LXJ376  ,KACK,,KSFM,,EMB-505,,N376FX
a46219,,,1662071549,,N3815S  ,,,OH24,,172E,,N3815S
a48837,1662061711.0,,1662065121,,        ,K0J6,,66GA,,,,
a48837,1662056396.0,,1662058018,,        ,,,66GA,,,,
a48837,1662042892.0,,1662043693,,        ,K0J6,,K0J6,,,,
a48837,1662037611.0,,1662039145,,        ,K0J6,,K0J6,,,,
a49409,1662066314.0,,1662067101,,N3940M  ,33NY,,KALB,,PA-28-161,,N3940M
a49409,1662032551.0,,1662033876,,N3940M  ,KALB,,K1B1,,PA-28-161,,N3940M
a49409,1661992168.0,,1661993651,,N3940M  ,MA86,,KALB,,PA-28-161,,N3940M
a48a83,1662064994.0,,1662071584,,DAL1471 ,KLAX,,KPDX,,737-832,B738,N392DA
a48a83,1662052312.0,,1662059005,,DAL1440 ,KPDX,,KLAX,,737-832,B738,N392DA
a48a83,1662039790.0,,1662046491,,DAL1440 ,KLAX,,KPDX,,737-832,B738,N392DA
a48a83,1662002871.0,,1662009707,,DAL2115 ,KPDX,,KLAX,,737-832,B738,N392DA
a48a83,1661991099.0,,1661997591,,DAL999  ,KLAX,,KPDX,,737-832,B738,N392DA
a3ac25,1662061293.0,,1662062459,,N336AM  ,KH71,,KRVS,,EC 130 B4,EC30,N336AM
a3ac25,1662032010.0,,1662032813,,N336AM  ,KRVS,,KH71,,EC 130 B4,EC30,N336AM
a3ac25,1662028785.0,,1662029722,,N336AM  ,KGCM,,KRVS,,EC 130 B4,EC30,N336AM
a3bbaf,1662071322.0,,1662074101,,N34HL   ,OR81,,OR81,,RV6A,,N34HL
a51763,1661993367.0,,1661995817,,UAL299  ,8TX7,,KMSY,,A320 232,A320,N427UA
a50c6f,1662051409.0,,1662054634,,N424W   ,KJST,,5PA3,,172P,,N424W
a50c6f,1662044136.0,,1662048373,,N424W   ,5PA3,,KHMZ,,172P,,N424W
a50ce5,1662061777.0,,1662063642,,N4240T  ,KCPM,,KSNA,,PA-28-180,,N4240T
a52731,1662074047.0,,1662075443,,N431DS  ,KRDU,,NC36,,DA 40,,N431DS
a526ed,1662051912.0,,1662065482,,ATN3592 ,KPDX,,OA16,,767-381,,N431AZ
a526ed,1662016290.0,,1662027742,,ATN3517 ,PANC,,KPDX,,767-381,,N431AZ
a526ed,1661996543.0,,1662009766,,ATN3313 ,KPDX,,PANC,,767-381,,N431AZ
a51e3b,1662045061.0,,1662047740,,N429NA  ,7XS1,,TS00,,429,B429,N429NA
a51e3b,1662042870.0,,1662044118,,N429NA  ,TS00,,7XS1,,429,B429,N429NA
a51e3b,1662037980.0,,1662039627,,N429NA  ,TS00,,TS00,,429,B429,N429NA
a53105,1662064471.0,,1662066829,,N4333A  ,KN87,,KN87,,PA-28-161,,N4333A
a53105,1662047343.0,,1662050262,,N4333A  ,KN87,,KN87,,PA-28-161,,N4333A
a53941,1662047567.0,,1662048319,,N43587  ,KN73,,KN14,,PA-28R-200,,N43587
a53941,1662046301.0,,1662046946,,N43587  ,KN14,,KN14,,PA-28R-200,,N43587
a52e4d,1662006776.0,,1662012669,,N433AK  ,KSMO,,KVNY,,A109E,A109,N433AK
a52e4d,1661990405.0,,1661992859,,N433AK  ,KCRQ,,KSMO,,A109E,A109,N433AK
a52de6,1662055800.0,,1662060117,,N4327N  ,KJYO,,KJYO,,PA-34-220T,,N4327N
a52de6,1662046227.0,,1662050636,,N4327N  ,KJYO,,KJYO,,PA-34-220T,,N4327N
a54711,1662061953.0,,1662065147,,N4391J  ,KPWT,,KPWT,,PA-28-140,,N4391J
a54e2d,1662039878.0,,1662053534,,N44087  ,KCEU,,KSUA,,PA-32-300,,N44087
a54ee7,1662061186.0,,1662066014,,LXJ441  ,KMKC,,KOSU,,EMB-545,LJ45,N441FX
a54ee7,1662050932.0,,1662053685,,LXJ441  ,KMDW,,,,EMB-545,LJ45,N441FX
a54ee7,1661990404.0,,1661991599,,LXJ441  ,,,KMDW,,EMB-545,LJ45,N441FX
a57747,1662064672.0,,1662066672,,QXE2032 ,,,KPDX,,DHC-8-402,DH8D,N451QX
a57747,1662055170.0,,1662057299,,QXE2588 ,KPDX,,,,DHC-8-402,DH8D,N451QX
a57747,1662049268.0,,1662051149,,QXE2266 ,KSEA,,KPDX,,DHC-8-402,DH8D,N451QX
a57747,1662043140.0,,1662044848,,QXE2218 ,,,KSEA,,DHC-8-402,DH8D,N451QX
a57747,1662011436.0,,1662012929,,QXE2265 ,KSEA,,,,DHC-8-402,DH8D,N451QX
a57747,1662001454.0,,1662003386,,QXE2114 ,CYVR,,KSEA,,DHC-8-402,DH8D,N451QX
a57747,1661995745.0,,1661997910,,QXE2114 ,KSEA,,CYVR,,DHC-8-402,DH8D,N451QX
a57747,1661990403.0,,1661991064,,QXE2186 ,,,KSEA,,DHC-8-402,DH8D,N451QX
a56e0d,1662048158.0,,1662051357,,SWA2984 ,KSAN,,KLAS,,737-7H4,B737,N449WN
a56e0d,1662039468.0,,1662043340,,SWA2984 ,KSJC,,KSAN,,737-7H4,B737,N449WN
a56e0d,1662005370.0,,1662008697,,SWA1260 ,KSAN,,KSJC,,737-7H4,B737,N449WN
a56e0d,1661998128.0,,1662002654,,SWA1564 ,KSMF,,KSAN,,737-7H4,B737,N449WN
a56e0d,1661991955.0,,1661995267,,SWA1563 ,KBUR,,KSMF,,737-7H4,B737,N449WN
a589ac,1662039891.0,,1662041594,,N456PA  ,KDBQ,,WI81,,CABRI G2,,N456PA
a4b5b3,1662054725.0,,1662055969,,SIL93   ,KFLL,,,,ATR42-500,,N402SV
a4b5b3,1662044735.0,,1662045492,,SIL72   ,,,KFLL,,ATR42-500,,N402SV
a4b5f7,1662063343.0,,1662064942,,KAP76   ,TJMZ,,TJSJ,,402C,,N402VN
a4b5f7,1662060678.0,,1662062127,,KAP76   ,TJSJ,,TJMZ,,402C,,N402VN
a4b5f7,1662053735.0,,1662055336,,KAP76   ,TJMZ,,TJSJ,,402C,,N402VN
a4b5f7,1662050764.0,,1662052405,,KAP76   ,TJSJ,,TJMZ,,402C,,N402VN
a4b5f7,1662039852.0,,1662041454,,KAP76   ,TJMZ,,TJIG,,402C,,N402VN
a4b5f7,1662036007.0,,1662037467,,KAP76   ,TJSJ,,TJMZ,,402C,,N402VN
a4b5f7,1662031809.0,,1662033354,,KAP76   ,TJMZ,,TJSJ,,402C,,N402VN
a4aa26,1662061336.0,,1662069587,,N4YS    ,KBFI,,KCCR,,B300,B350,N4YS
a4aa26,1662043212.0,,1662051417,,N4YS    ,KCCR,,KBFI,,B300,B350,N4YS
a4ae22,1662060095.0,,1662065514,,N400RK  ,,,2MO1,,525B,,N400RK
a4ae22,1662046956.0,,1662055499,,N400RK  ,,,,,525B,,N400RK
a4c0a8,1662059070.0,,1662062906,,QXE2168 ,KPDX,,KBOI,,DHC-8-402,DH8D,N405QX
a4c0a8,1662053524.0,,1662055341,,QXE2098 ,,,KPDX,,DHC-8-402,DH8D,N405QX
a4c0a8,1662046105.0,,1662049014,,QXE2188 ,KSEA,,,,DHC-8-402,DH8D,N405QX
a4c0a8,1662036181.0,,1662038338,,QXE2067 ,,,KSEA,,DHC-8-402,DH8D,N405QX
a4c0a8,1662011588.0,,1662013135,,QXE2364 ,KSEA,,,,DHC-8-402,DH8D,N405QX
a4c0a8,1661997037.0,,1661999950,,QXE2139 ,KEUG,,KSEA,,DHC-8-402,DH8D,N405QX
a4c0a8,1661990669.0,,1661993278,,QXE2139 ,KSEA,,KEUG,,DHC-8-402,DH8D,N405QX
a4c30d,1662061321.0,,1662063546,,N406BJ  ,KMDW,,KPTK,,Challenger 300,CL30,N406BJ
a4c30d,1662052518.0,,1662058439,,N406BJ  ,KTEB,,KMDW,,Challenger 300,CL30,N406BJ
a4c30d,1662042005.0,,1662046224,,N406BJ  ,KPTK,,KTEB,,Challenger 300,CL30,N406BJ
a4d8f6,1662063736.0,,1662064697,,COL411  ,KOAK,,KSTS,,HAWKER 800XP,,N411MM
a4d8f6,1662057721.0,,1662059965,,COL411  ,KRNO,,KOAK,,HAWKER 800XP,,N411MM
a4d8f6,1662041137.0,,1662054410,,COL411  ,KSBM,,KRNO,,HAWKER 800XP,,N411MM
a4d8f6,1662036098.0,,1662037708,,COL411  ,KJVL,,KSBM,,HAWKER 800XP,,N411MM
a4ec28,1662064140.0,,1662066858,,GPD416  ,MA72,,KHPN,,PC-12/45,PC12,N416TW
a4ec28,1662058980.0,,1662061150,,GPD416  ,KHPN,,MA55,,PC-12/45,PC12,N416TW
a4ec28,1662052485.0,,1662055409,,GPD416  ,KACK,,KHPN,,PC-12/45,PC12,N416TW
a4ec28,1662046654.0,,1662048751,,GPD416  ,KHPN,,MA55,,PC-12/45,PC12,N416TW
a61f5b,1662070366.0,,1662073954,,N494EC  ,,,KTEB,,GIV-X (G450),G450,N494EC
a63863,1662043369.0,,1662047726,,N50JD   ,KROC,,KISP,,B300,T6,N50JD
a637db,1662052845.0,,1662057241,,N50CT   ,90NY,,KHGR,,T210M,,N50CT
a62b2d,1662070063.0,,1662072187,,N497MA  ,,,KMSY,,PA 46-350P,,N497MA
a64996,1662071346.0,,1662075561,,JBU2185 ,KBOS,,77PA,,A320-232,A320,N504JB
a64996,1662051877.0,,1662063389,,JBU1214 ,KDFW,,KBOS,,A320-232,A320,N504JB
a64996,1662034967.0,,1662047050,,JBU215  ,KBOS,,KDFW,,A320-232,A320,N504JB
a64fc3,1662031731.0,,1662032459,,N5056X  ,KDAY,,KI74,,,,
a66217,1662036809.0,,1662046886,,N510GT  ,,,KBUR,,GV-SP (G550),FA50,N510GT
a5a6c1,1662065271.0,,1662066743,,SWA2829 ,,,,,737-7H4,B737,N463WN
a5a6c1,1662059537.0,,1662061225,,SWA1048 ,KSAT,,KAXH,,737-7H4,B737,N463WN
a5a6c1,1662047904.0,,1662056334,,SWA1048 ,KTPA,,KSAT,,737-7H4,B737,N463WN
a5a6c1,1662033618.0,,1662044239,,SWA2789 ,KDEN,,KTPA,,737-7H4,B737,N463WN
a5a6c1,1662005463.0,,1662012010,,SWA173  ,KAUS,,KDEN,,737-7H4,B737,N463WN
a5a6c1,1661997292.0,,1661999300,,SWA173  ,KDAL,,02XS,,737-7H4,B737,N463WN
a5a6c1,1661990404.0,,1661993423,,SWA1459 ,,,KDAL,,737-7H4,B737,N463WN
a5aeba,1662073596.0,,1662074747,,N4651S  ,KCCR,,KHAF,,A36,,N4651S
a5c22f,1662043779.0,,1662044936,,N470MB  ,NJ61,,KPTW,,RV-12,,N470MB
a5c22f,1662035179.0,,1662038002,,N470MB  ,KPTW,,PA05,,RV-12,,N470MB
a5c6a1,1662021078.0,,1662023851,,UPS674  ,KRFD,,79MU,,757-24APF,B752,N471UP
a5c6a1,1662004283.0,,1662010473,,UPS809  ,KDEN,,KRFD,,757-24APF,B752,N471UP
a5cfbb,1662062586.0,,1662066034,,N4738M  ,01SC,,KTYS,,A36,,N4738M
a5cfbb,1662055900.0,,1662059675,,N4738M  ,12TN,,01SC,,A36,,N4738M
a5dd36,1662055440.0,,1662056626,,N477XP  ,K5W4,,K5W4,,208B,C208,N477XP
a5dd36,1662052438.0,,1662053595,,N477XP  ,K5W4,,K5W4,,208B,C208,N477XP
a70397,1662055653.0,,1662060205,,N551ES  ,KMDQ,,KMDQ,,172S,,N551ES
a70397,1662042705.0,,1662047477,,N551ES  ,KMDQ,,KMDQ,,172S,,N551ES
a703ec,1662066430.0,,1662069253,,N551JB  ,KSNA,,MMES,,210L,,N551JB
a70aa1,1662058890.0,,1662070000,,ASA676  ,KOMA,,KSEA,,737-890,B738,N553AS
a70aa1,1662043793.0,,1662053217,,ASA676  ,KSEA,,KOMA,,737-890,B738,N553AS
a70aa1,1661990403.0,,1662003018,,ASA765  ,,,KSEA,,737-890,B738,N553AS
a72179,1662047789.0,,1662053302,,GJS4562 ,KORD,,KRIC,,CL-600-2C11,,N559GJ
a76535,1662029809.0,,1662043983,,FDX6010 ,PANC,,KOAK,,MD-11F,MD11,N576FE
a76535,1661993273.0,,1662017477,,FDX5920 ,,,PANC,,MD-11F,MD11,N576FE
a78515,1662071268.0,,1662072484,,N584DF  ,KDWA,,KSCK,,58,,N584DF
a78911,1662041285.0,,1662042527,,N585G   ,KRIC,,KIAD,,GVII-G500,,N585G
a78911,1662039137.0,,1662040435,,N585G   ,KRIC,,KRIC,,GVII-G500,,N585G
a78911,1662036486.0,,1662038366,,N585G   ,KIAD,,KRIC,,GVII-G500,,N585G
a79406,1662065389.0,,1662066968,,N588EB  ,,,FA55,,SR22T,,N588EB
a6a2c4,1662056400.0,,1662057534,,N52683  ,KHSV,,KFYM,,172P,,N52683
a6a2c4,1662053109.0,,1662053955,,N52683  ,KFYM,,KHSV,,172P,,N52683
a6a64a,1662063849.0,,1662068018,,N5277P  ,61TX,,57TE,,T210M,,N5277P
a6b1b5,1662044393.0,,1662049576,,N530PC  ,KTKI,,TS63,,SR22,,N530PC
a6c4e6,1662012840.0,,1662013798,,VOI241  ,,,,,A321-271N,,N535VL
a6c4e6,1661997878.0,,1661999278,,VOI240  ,,,,,A321-271N,,N535VL
a6c4e6,1661990405.0,,1661991096,,VOI863  ,,,,,A321-271N,,N535VL
a6d95b,1662068704.0,,1662072413,,EJA540  ,KSMF,,KLAS,,680A,C68A,N540QS
a6d95b,1662052560.0,,1662057865,,EJA540  ,KTIW,,KSMF,,680A,C68A,N540QS
a6d95b,1662035894.0,,1662049956,,EJA540  ,KXNA,,KTIW,,680A,C68A,N540QS
a6f5b5,1662069407.0,,1662073339,,ASA586  ,,,PANC,,737-890,B738,N548AS
a6f5b5,1662062991.0,,1662064839,,ASA575  ,PANC,,,,737-890,B738,N548AS
a6f5b5,1662056791.0,,1662059026,,ASA195  ,,,PANC,,737-890,B738,N548AS
a6f5b5,1662048849.0,,1662050321,,ASA194  ,PANC,,,,737-890,B738,N548AS
a6f5b5,1662038661.0,,1662040611,,ASA332  ,,,PANC,,737-890,B738,N548AS
a6f5b5,1662019830.0,,1662021148,,ASA185  ,PANC,,,,737-890,B738,N548AS
a6f5b5,1662010680.0,,1662012617,,ASA72   ,,,PANC,,737-890,B738,N548AS
a6f5b5,1662002745.0,,1662004102,,ASA132  ,PANC,,,,737-890,B738,N548AS
a6f5b5,1661990405.0,,1661991593,,ASA702  ,,,PANC,,737-890,B738,N548AS
a81001,1662060797.0,,1662067364,,UAL1287 ,,,KORD,,737-924ER,B739,N61882
a81001,1662041005.0,,1662048029,,UAL2233 ,KORD,,,,737-924ER,B739,N61882
a81001,1662023220.0,,1662029755,,UAL2194 ,KEWR,,KORD,,737-924ER,B739,N61882
a81001,1661999912.0,,1662011654,,UAL683  ,KDEN,,KEWR,,737-924ER,B739,N61882
a81001,1661990406.0,,1661995135,,UAL2647 ,,,KDEN,,737-924ER,B739,N61882
a82332,1662002250.0,1662002073.0,1662048595,1662048590.0,UPS11   ,RKSI,RKSI,EDDK,EDDK,747-8F,,N623UP
a82332,1661992446.0,,1661993830,,UPS11   ,,,RKSI,,747-8F,,N623UP
a83542,1662050958.0,1662050959.0,1662058268,1662058262.0,N628PH  ,EGBJ,EGBJ,LFGA,LFGA,PA-46-600TP,,N628PH
a83542,1662047380.0,1662047381.0,1662049194,1662049057.0,N628PH  ,EGBJ,EGBJ,EGBJ,LFGA,PA-46-600TP,,N628PH
a866aa,1662066258.0,,1662069683,,EJA640  ,KORD,,KFCM,,680A,C56X,N640QS
a866aa,1662058308.0,,1662062419,,EJA640  ,KJWN,,KORD,,680A,C56X,N640QS
a866aa,1662047426.0,,1662052528,,EJA640  ,KDAL,,KJWN,,680A,C56X,N640QS
a85c3e,1662058478.0,,1662066839,,JBU1209 ,KBOS,,,,A320-232,A320,N638JB
a85c3e,1662046330.0,,1662052693,,JBU204  ,TXKF,,KBOS,,A320-232,A320,N638JB
a85c3e,1662034061.0,,1662040840,,JBU203  ,KBOS,,TXKF,,A320-232,A320,N638JB
a85c3e,1662008940.0,,1662024886,,JBU778  ,KLAS,,KBOS,,A320-232,A320,N638JB
a85c3e,1661990404.0,,1662004302,,JBU777  ,,,KLAS,,A320-232,A320,N638JB
a87942,1662059956.0,,1662071608,,QXE2556 ,,,KSEA,,ERJ 170-200 LR,,N645QX
a87942,1662046213.0,,1662055402,,QXE2556 ,KSEA,,,,ERJ 170-200 LR,,N645QX
a87942,1662037807.0,,1662039378,,QXE2165 ,CYVR,,KSEA,,ERJ 170-200 LR,,N645QX
a87942,1662012573.0,,1662014561,,QXE2206 ,KSEA,,CYVR,,ERJ 170-200 LR,,N645QX
a87942,1662000215.0,,1662005384,,QXE2144 ,KRNO,,KSEA,,ERJ 170-200 LR,,N645QX
a87942,1661991233.0,,1661996249,,QXE2144 ,KSEA,,KRNO,,ERJ 170-200 LR,,N645QX
a885ad,1662050445.0,,1662052427,,N64823  ,KVDF,,KVDF,,152,,N64823
a885ad,1662036540.0,,1662039979,,N64823  ,KVDF,,KVDF,,152,,N64823
a885ad,1662017628.0,,1662021864,,N64823  ,KORL,,KVDF,,152,,N64823
a885ad,1662010667.0,,1662013940,,N64823  ,KVDF,,KORL,,152,,N64823
a887ef,1662065957.0,,1662069966,,BTQ776  ,KCEZ,,KDEN,,PC-XII 45,PC12,N649P
a887ef,1662058831.0,,1662063448,,BTQ774  ,KPHX,,KCEZ,,PC-XII 45,PC12,N649P
a887ef,1662051811.0,,1662056321,,BTQ773  ,KCEZ,,KPHX,,PC-XII 45,PC12,N649P
a887ef,1662046656.0,,1662050352,,BTQ772  ,KDEN,,KCEZ,,PC-XII 45,PC12,N649P
a887ef,1662035459.0,,1662044247,,BTQ912  ,KDAL,,KDEN,,PC-XII 45,PC12,N649P
a89207,1662052713.0,,1662059464,,N651SF  ,,,XS25,,650,,N651SF
a89207,1662039372.0,,1662046931,,N651SF  ,KHOU,,,,650,,N651SF
a88e2e,1662057261.0,,1662065529,,QXE2107 ,KLAS,,KPAE,,ERJ 170-200 LR,,N650QX
a88e2e,1662044796.0,,1662052349,,QXE2107 ,KPAE,,KLAS,,ERJ 170-200 LR,,N650QX
a88e2e,1661990404.0,,1661994775,,QXE2068 ,,,KPAE,,ERJ 170-200 LR,,N650QX
a7c42b,1662064351.0,,1662065607,,N6SP    ,KILG,,DE10,,429,,N6SP
a7c42b,1662061082.0,,1662062056,,N6SP    ,KDOV,,KILG,,429,,N6SP
a7c42b,1662053836.0,,1662054619,,N6SP    ,K33N,,2DE2,,429,,N6SP
a7c74a,1662055051.0,,1662059504,,N600AL  ,KORD,,1PS0,,525,C525,N600AL
a7c74a,1662046034.0,,1662051379,,N600AL  ,PS23,,KORD,,525,C525,N600AL
a7cc01,1662045496.0,,1662047065,,N601LS  ,9PS2,,85PN,,,,
a7f4d7,1662062464.0,,1662072405,,N6110K  ,KLAL,,KJKA,,T182T,,N6110K
a7f4d7,1662037513.0,,1662048839,,N6110K  ,,,KLAL,,T182T,,N6110K
a7f9f4,1662062702.0,,1662068320,,ASA179  ,KOAK,,KSEA,,737-790,B737,N613AS
a7f9f4,1662052687.0,,1662058632,,ASA179  ,KSEA,,KOAK,,737-790,B737,N613AS
a7f9f4,1662041235.0,,1662046118,,ASA821  ,,,KSEA,,737-790,B737,N613AS
a7f9f4,1662006636.0,,1662010074,,ASA820  ,KSEA,,,,737-790,B737,N613AS
a90197,1662007320.0,,1662008692,,N68HK   ,KAWO,,KS50,,RV6A,,N68HK
a90197,1662002785.0,,1662004340,,N68HK   ,KTIW,,KAWO,,RV6A,,N68HK
a90197,1661995595.0,,1661997041,,N68HK   ,15WA,,KTIW,,RV6A,,N68HK
a90197,1661991281.0,,1661992498,,N68HK   ,KS50,,KAWO,,RV6A,,N68HK
a909b8,1662071430.0,,1662072895,,KAP219  ,KBOS,,MA55,,402C,,N6813J
a909b8,1662062880.0,,1662064548,,KAP219  ,MA72,,KBOS,,402C,,N6813J
a909b8,1662058541.0,,1662059939,,KAP219  ,KBOS,,KHYA,,402C,,N6813J
a909b8,1662044166.0,,1662045831,,KAP219  ,MA72,,KBOS,,402C,,N6813J
a95169,1661992281.0,,1662004001,,N7RX    ,KTEB,,KEDC,,GIV-X (G450),G450,N7RX
a94b0a,1662059472.0,,1662069368,,UAL652  ,KBWI,,K9X1,,737NG 924ER/W,B739,N69818
a94b0a,1662045114.0,,1662053955,,UAL631  ,K9X1,,KBWI,,737NG 924ER/W,B739,N69818
a94b0a,1661991130.0,,1662000186,,UAL1712 ,,,K9X1,,737NG 924ER/W,B739,N69818
a96214,1662067671.0,,1662068572,,N7030J  ,2MO9,,KOJC,,R44 Raven,R44,N7030J
a96214,1662032795.0,,1662033529,,N7030J  ,KMKC,,KOJC,,R44 Raven,R44,N7030J
a96214,1662030287.0,,1662031017,,N7030J  ,KOJC,,2MO9,,R44 Raven,R44,N7030J
a96412,1662021673.0,,1662060586,,GTI8030 ,,,KHHR,,777F1H,,N704GT
a96412,1662003379.0,,1662014052,,GTI8030 ,VHHH,,RKSI,,777F1H,,N704GT
a96412,1661990406.0,,1661993202,,GTI8028 ,,,VHHH,,777F1H,,N704GT
a96577,1662036001.0,,1662054235,,DAL350  ,KJFK,,KSAN,,757-2Q8,B752,N704X
a96577,1661990405.0,,1661993362,,DAL1104 ,,,KJFK,,757-2Q8,B752,N704X
a987aa,1662049601.0,,1662053188,,SKW3100 ,,,KDFW,,CL-600-2C10,CRJ7,N713EV
a987aa,1662042180.0,,1662045398,,SKW3163 ,KDFW,,,,CL-600-2C10,CRJ7,N713EV
a987aa,1662031501.0,,1662033506,,SKW4929 ,,,KDFW,,CL-600-2C10,CRJ7,N713EV
a987aa,1661999658.0,,1662001524,,SKW4950 ,KDFW,,,,CL-600-2C10,CRJ7,N713EV
a97ad9,1662060830.0,,1662062969,,N71MT   ,,,7FL6,,EA500,EA50,N71MT
a97ad9,1662039851.0,,1662056156,,N71MT   ,CYHU,,KPBI,,EA500,EA50,N71MT
a98d0c,1662061140.0,,1662063789,,N714XX  ,KHIO,,KHIO,,152,,N714XX
a98d0c,1662050846.0,,1662056917,,N714XX  ,KHIO,,KHIO,,152,,N714XX
a8a2c2,1662042198.0,,1662047273,,N6558E  ,AZ86,,KTUS,,182T,,N6558E
a8d4f6,1662060402.0,,1662067256,,UAL791  ,,,KORD,,737-924ER,B739,N66848
a8d4f6,1662043680.0,,1662050776,,UAL2661 ,KORD,,,,737-924ER,B739,N66848
a8d4f6,1662030986.0,,1662036369,,UAL2233 ,KSYR,,KORD,,737-924ER,B739,N66848
a8d4f6,1662000270.0,,1662004973,,UAL1046 ,KORD,,KSYR,,737-924ER,B739,N66848
a8d4f6,1661990405.0,,1661991774,,UAL1626 ,,,KORD,,737-924ER,B739,N66848
a9a819,1662040195.0,,1662043078,,N721JP  ,,,KCHA,,A36,,N721JP
a9c58e,1662033813.0,,1662035402,,MTN8472 ,KMDT,,6PA3,,208B,C208,N729FX
a9c58e,1662020100.0,,1662023669,,MTN8307 ,KEWR,,KMDT,,208B,C208,N729FX
a9c58e,1662000490.0,,1662003448,,MTN7307 ,KMDT,,KEWR,,208B,C208,N729FX
a9c58e,1661990694.0,,1661992035,,MTN7472 ,6PA3,,KMDT,,208B,C208,N729FX
a9e3e6,1662066015.0,,1662067803,,N7361X  ,K00V,,K00V,,R182,,N7361X
a9e5e4,1662002386.0,,1662003017,,N737JR  ,KBJC,,KLMO,,172N,,N737JR
a9db78,1662055104.0,,1662058979,,SWA2034 ,KSJC,,KLAS,,737-7H4,B737,N734SA
a9db78,1662045787.0,,1662051980,,SWA2034 ,KSEA,,KSJC,,737-7H4,B737,N734SA
a9db78,1662035322.0,,1662040899,,SWA2032 ,KOAK,,KSEA,,737-7H4,B737,N734SA
a9db78,1662010661.0,,1662015495,,SWA2246 ,KPDX,,KOAK,,737-7H4,B737,N734SA
a9db78,1662003023.0,,1662007729,,SWA3531 ,KSJC,,KPDX,,737-7H4,B737,N734SA
a9db78,1661996930.0,,1661999593,,SWA2388 ,KBUR,,KSJC,,737-7H4,B737,N734SA
a9db78,1661990403.0,,1661992798,,SWA2387 ,,,KBUR,,737-7H4,B737,N734SA
a9dc11,1662069402.0,,1662073908,,N734YD  ,KRYY,,KRYY,,172N,,N734YD
a9dc11,1662049439.0,,1662050069,,N734YD  ,KPUJ,,KRYY,,172N,,N734YD
aa153f,1662069481.0,,1662072075,,ASI560  ,KPAN,,KDVT,,PA-28-181,,N749PA
aa153f,1662063051.0,,1662065198,,ASI560  ,KDVT,,KPAN,,PA-28-181,,N749PA
aa153f,1662051720.0,,1662056567,,ASI560  ,KDVT,,KDVT,,PA-28-181,,N749PA
aa153f,1662041795.0,,1662044866,,ASI560  ,KDVT,,KDVT,,PA-28-181,,N749PA
aa395f,1661990479.0,,1661995120,,NWF272  ,,,KPWK,,680,,N758SP
aa6f29,1662039642.0,,1662043335,,N7710U  ,KGLE,,KGLE,,172E,,N7710U
aa8582,1662054953.0,,1662058476,,N77709  ,79MU,,KSTP,,GULFSTREAM G150,G150,N77709
aa8582,1662052038.0,,1662052758,,N77709  ,,,79MU,,GULFSTREAM G150,G150,N77709
aa9bc1,1662025561.0,,1662040562,,ABX805  ,,,KSFO,,767-281,B762,N783AX
aa9bc1,1662000379.0,,1662014447,,ABX405  ,KSFO,,KCVG,,767-281,B762,N783AX
ab03a4,1662060390.0,,1662065485,,DAL521  ,KATL,,KDTW,,737-932ER,B739,N809DN
ab03a4,1662039074.0,,1662052870,,DAL672  ,KLAX,,KATL,,737-932ER,B739,N809DN
ab35d8,1662067306.0,,1662072584,,ASI532  ,KCHD,,KCHD,,PA-28-181,,N821PA
ab35d8,1662051857.0,,1662057866,,ASI532  ,KCHD,,KCHD,,PA-28-181,,N821PA
ab35d8,1662047561.0,,1662049005,,ASI532  ,KCHD,,KCHD,,PA-28-181,,N821PA
ab35d8,1662035963.0,,1662039547,,ASI532  ,KCHD,,KCHD,,PA-28-181,,N821PA
ab35d8,1662011445.0,,1662014902,,ASI532  ,59AZ,,KCHD,,PA-28-181,,N821PA
ab35d8,1661991757.0,,1661995461,,ASI532  ,KCHD,,KPRC,,PA-28-181,,N821PA
ab391a,1662042483.0,,1662048012,,N822JJ  ,KORL,,KORL,,SR22T,,N822JJ
aaaab9,1662047401.0,,1662048646,,LYM576  ,KLAA,,KPUB,,SA227-AC,SW4,N787C
aaaab9,1662043273.0,,1662044300,,LYM3219 ,KPUB,,K7V9,,SA227-AC,SW4,N787C
aaaab9,1662039433.0,,1662041008,,LYM3219 ,KDEN,,2CO5,,SA227-AC,SW4,N787C
